"NA","Otjozondjupa","Driemaal"
"NA","Omaheke","Drimiopsis"
"NA","Okavango","Dudu"
"NA","Otjozondjupa","Duinekraal"
"NA","Okavango","Dumsis"
"NA","Okavango","Dumushe"
"NA","Otjozondjupa","Dusternbrook"
"NA","Karas","Duurdrift"
"NA","Karas","Duurdrift Sud"
"NA","Otjozondjupa","Duwib"
"NA","Hardap","Duwisib"
"NA","Caprivi","Dyapanga"
"NA","Okavango","Ebeneser"
"NA","Okavango","Ebenezer Mission"
"NA","Erongo","Ebenhaezer"
"NA","Oshikoto","Edilanghono"
"NA","Erongo","Edoseb"
"NA","Ohangwena","Edundja"
"NA","Omusati","Eehama"
"NA","Ohangwena","Eembidi"
"NA","Ohangwena","Eenana"
"NA","Ohangwena","Eendobe"
"NA","Omusati","Eendombe"
"NA","Omusati","Eengolo"
"NA","Ohangwena","Eenhana"
"NA","Ohangwena","Eenkombo"
"NA","Ohangwena","Eeshowa"
"NA","Ohangwena","Efinde"
"NA","Ohangwena","Efululula"
"NA","Ohangwena","Ehafo"
"NA","Okavango","Ehafo"
"NA","Oshana","Ehangano"
"NA","Omusati","Eheke"
"NA","Omusati","Eholongo"
"NA","Kunene","Ehomba"
"NA","Oshikoto","Ehongo"
"NA","Hardap","Eirup"
"NA","Omusati","Ekamba"
"NA","Kunene","Ekambo"
"NA","Kunene","Ekango"
"NA","Ohangwena","Ekangolomuve"
"NA","Ohangwena","Ekapashna"
"NA","Ohangwena","Ekoka"
"NA","Ohangwena","Ekokalinini"
"NA","Oshikoto","Ekoko"
"NA","Okavango","Ekuli"
"NA","Otjozondjupa","Ekwenye"
"NA","Omusati","Ekwili"
"NA","Ohangwena","Elakalapwa"
"NA","Omusati","Elalangali"
"NA","Karas","Elandsdraai"
"NA","Otjozondjupa","Elandspan"
"NA","Ohangwena","Elao"
"NA","Omusati","Elim"
"NA","Karas","Elizabeth Bay"
"NA","Karas","Elizabeth"
"NA","Ohangwena","Elombe"
"NA","Omusati","Elondo"
"NA","Ohangwena","Emanya"
"NA","Kunene","Embwende"
"NA","Erongo","Emeritus"
"NA","Otjozondjupa","Emmanuel"
"NA","Oshana","Emonso"
"NA","Ohangwena","Enana"
"NA","Ohangwena","Endola"
"NA","Ohangwena","Engela"
"NA","Ohangwena","Enghandja"
"NA","Omusati","Enkundi"
"NA","Karas","Enoch"
"NA","Omusati","Enoleu"
"NA","Omusati","Enongo"
"NA","Ohangwena","Enyana"
"NA","Omaheke","Epako"
"NA","Ohangwena","Epalalalinini"
"NA","Ohangwena","Epangwe"
"NA","Ohangwena","Epasha"
"NA","Ohangwena","Epashna"
"NA","Omaheke","Epata"
"NA","Omusati","Epato"
"NA","Oshikoto","Epeke"
"NA","Ohangwena","Epembe"
"NA","Ohangwena","Epinga"
"NA","Omusati","Epoko"
"NA","Otjozondjupa","Epopo"
"NA","Omaheke","Epukiro"
"NA","Ohangwena","Epuku"
"NA","Oshikoto","Epumbu"
"NA","Otjozondjupa","Epupa"
"NA","Oshana","Epyalyiipundu"
"NA","Otjozondjupa","Erakarombi"
"NA","Otjozondjupa","Erakorambe"
"NA","Omaheke","Erindinoukambe"
"NA","Oshana","Esati"
"NA","Karas","Eselsruhe"
"NA","Karas","Eselsruh"
"NA","Karas","Eselsrus"
"NA","Ohangwena","Eshakeno"
"NA","Omusati","Esheshete"
"NA","Oshikoto","Esheshete"
"NA","Ohangwena","Eshosho"
"NA","Ohangwena","Etakaya"
"NA","Ohangwena","Etale"
"NA","Oshana","Etale Lyeenguwa"
"NA","Oshikoto","Etambo"
"NA","Oshikoto","Etaneno"
"NA","Kunene","Etanga"
"NA","Omusati","Etayi"
"NA","Kunene","Etengua"
"NA","Kunene","Etengwa"
"NA","Omusati","Etiliasa"
"NA","Omusati","Etilyasa"
"NA","Oshikoto","Etjapa"
"NA","Ohangwena","Etomba"
"NA","Okavango","Etope-Lya-Simpung"
"NA","Okavango","Etope-Lya Simpungu"
"NA","Kunene","Etoto"
"NA","Omusati","Etshinga"
"NA","Ohangwena","Etudilondjaba"
"NA","Kunene","Etunda"
"NA","Omusati","Etunda"
"NA","Omusati","Eunda"
"NA","Otjozondjupa","Fairview"
"NA","Oshikoto","Fischfontein"
"NA","Caprivi","Formanastat"
"NA","Omaheke","Fort Rietfontein"
"NA","Kunene","Fransfontein"
"NA","Kunene","Franzfontein"
"NA","Okavango","Fumbe"
"NA","Karas","Gaibes"
"NA","Karas","Gaigoab"
"NA","Karas","Gainachas"
"NA","Otjozondjupa","Gam"
"NA","Karas","Ganigobes"
"NA","Karas","Gaobis"
"NA","Karas","Garep"
"NA","Oshikoto","Garooab West"
"NA","Kunene","Garrettes Pos"
"NA","Okavango","Gatwitwi"
"NA","Caprivi","Gaucha"
"NA","Kunene","Gauko-Otavi"
"NA","Kunene","Gauko-Otawi"
"NA","Okavango","Gawa"
"NA","Okavango","Gcagcawe"
"NA","Okavango","Gcagcwe"
"NA","Okavango","Gcama"
"NA","Okavango","Gcaru"
"NA","Okavango","Gcaruha"
"NA","Okavango","Gcude"
"NA","Okavango","Gcugcuma"
"NA","Okavango","Gcunda"
"NA","Okavango","Gcwagi"
"NA","Okavango","Gcwatjinga"
"NA","Karas","Geigoab"
"NA","Caprivi","Geusha"
"NA","Okavango","Gewagi"
"NA","Hardap","Gibeon"
"NA","Otjozondjupa","Gkamboro Settlement"
"NA","Otjozondjupa","Goabis"
"NA","Erongo","Goanikontes"
"NA","Erongo","Gobabeb"
"NA","Omaheke","Gobabis"
"NA","Hardap","Gochas"
"NA","Karas","Goeroegas"
"NA","Oshikoto","Gorooab Ost"
"NA","Oshikoto","Gorooab West"
"NA","Omaheke","Goroseb"
"NA","Okavango","Gove"
"NA","Karas","Granitberg"
"NA","Erongo","Grieserau"
"NA","Karas","Grillenthal"
"NA","Karas","Groendoring"
"NA","Karas","Groendorn"
"NA","Hardap","Groendraai"
"NA","Hardap","Groot Aub"
"NA","Hardap","Grootfontein"
"NA","Otjozondjupa","Grootfontein"
"NA","Karas","Groot Gaobis"
"NA","Karas","Groot Kais"
"NA","Karas","Grootplaas"
"NA","Karas","Grootplaats"
"NA","Karas","Groot Schwarzkuppe"
"NA","Erongo","Groot Uis"
"NA","Otjozondjupa","Gross Barmen"
"NA","Otjozondjupa","Groutfontein"
"NA","Karas","Grunau"
"NA","Karas","Grundorn"
"NA","Karas","Guichabis"
"NA","Okavango","Guma"
"NA","Otjozondjupa","Gunib"
"NA","Omaheke","Gunkas"
"NA","Caprivi","Gunkwe"
"NA","Karas","Guruchas"
"NA","Karas","Haakiesdoorn"
"NA","Karas","Hackiesdorn"
"NA","Erongo","Hadi-Aus"
"NA","Karas","Haib"
"NA","Karas","Haib Rhenish Mission"
"NA","Erongo","Haigamchab"
"NA","Erongo","Haigamkab"
"NA","Okavango","Haisisera"
"NA","Okavango","Haisisira"
"NA","Karas","Hakiesdoorn"
"NA","Kunene","Halali"
"NA","Kunene","Halali Rest Camp"
"NA","Kunene","Halali Ruskamp"
"NA","Karas","Haldenwang"
"NA","Okavango","Halila"
"NA","Okavango","Halili"
"NA","Karas","Hamab"
"NA","Ohangwena","Hamakanga"
"NA","Hardap","Hammerstein"
"NA","Okavango","Hamoye"
"NA","Kunene","Hamutenja"
"NA","Otjozondjupa","Hantam"
"NA","Hardap","Hardap"
"NA","Hardap","Haribes"
"NA","Omaheke","Harmse"
"NA","Hardap","Hatsamas"
"NA","Otjozondjupa","Heidehof"
"NA","Karas","Helmeringhausen"
"NA","Otjozondjupa","Henta"
"NA","Erongo","Hentiesbaai"
"NA","Erongo","Henties Bay"
"NA","Erongo","Hildenhaf"
"NA","Erongo","Hildenhof"
"NA","Hardap","Hoachanas"
"NA","Karas","Hoapegas"
"NA","Karas","Hochfeld"
"NA","Otjozondjupa","Hochfeld"
"NA","Karas","Hochland"
"NA","Karas","Hogeis"
"NA","Karas","Hohenfels"
"NA","Omaheke","Holm"
"NA","Karas","Holoog"
"NA","Erongo","Homeb"
"NA","Otjozondjupa","Horison"
"NA","Karas","Hottentoten Bay"
"NA","Omaheke","Hugus"
"NA","Karas","Huitsib"
"NA","Otjozondjupa","Hulde"
"NA","Karas","Hunam Ost"
"NA","Karas","Huniam"
"NA","Karas","Huniam Ost"
"NA","Karas","Huniams Oos"
"NA","Karas","Huniams Wes"
"NA","Karas","Huniam West"
"NA","Karas","Huns"
"NA","Caprivi","Ibbu"
"NA","Caprivi","Ibolokwa"
"NA","Caprivi","Ihaha"
"NA","Omusati","Iihamyongwe"
"NA","Omusati","Iihanguti"
"NA","Oshikoto","Iihongo"
"NA","Omusati","Iikango"
"NA","Oshana","Iikelo"
"NA","Oshikoto","Iikokla"
"NA","Omusati","Iilambo"
"NA","Oshana","Iindangungu"
"NA","Omusati","Iipanda"
"NA","Oshikoto","Iipanda"
"NA","Oshikoto","Iipopo"
"NA","Ohangwena","Iiputu"
"NA","Omusati","Iitapa"
"NA","Oshikoto","Iithindi"
"NA","Caprivi","Ikaba"
"NA","Caprivi","Ilumba"
"NA","Otjozondjupa","Imkerhof"
"NA","Caprivi","Imukusi"
"NA","Omusati","Ingururu"
"NA","Hardap","Isabis"
"NA","Caprivi","Ishesha"
"NA","Caprivi","Itomba"
"NA","Caprivi","Ivoma"
"NA","Karas","Jakkalsvlei"
"NA","Caprivi","Jude"
"NA","Kunene","Juriesdraai"
"NA","Erongo","Kaap Kruis"
"NA","Caprivi","Kabala"
"NA","Caprivi","Kabbe"
"NA","Caprivi","Kabebi"
"NA","Caprivi","Kabe"
"NA","Caprivi","Kabolissa"
"NA","Caprivi","Kabulabula"
"NA","Caprivi","Kabula"
"NA","Okavango","Kadedere"
"NA","Okavango","Kaguni"
"NA","Okavango","Kahenge"
"NA","Karas","Kais Noord"
"NA","Karas","Kais Nord"
"NA","Okavango","Kaisosi"
"NA","Karas","Kais Suid"
"NA","Karas","Kais Zuid"
"NA","Caprivi","Kaiyanga"
"NA","Okavango","Kaiyeura"
"NA","Caprivi","Kakambi"
"NA","Kunene","Kakatswa Onguati"
"NA","Caprivi","Kake"
"NA","Caprivi","Kakomwe"
"NA","Okavango","Kakoro"
"NA","Okavango","Kakuwa"
"NA","Caprivi","Kalala"
"NA","Caprivi","Kalaluka"
"NA","Okavango","Kalangana"
"NA","Caprivi","Kaliangile"
"NA","Caprivi","Kalibo"
"NA","Caprivi","Kalimbeza"
"NA","Kunene","Kalkbron"
"NA","Otjozondjupa","Kalkfeld"
"NA","Karas","Kalkfontein"
"NA","Karas","Kalkfontein South"
"NA","Hardap","Kalkrand"
"NA","Otjozondjupa","Kalkveld"
"NA","Erongo","Kaltenhausen"
"NA","Caprivi","Kalundu"
"NA","Kunene","Kamanjab"
"NA","Okavango","Kambowo"
"NA","Okavango","Kambu"
"NA","Hardap","Kamkam"
"NA","Okavango","Kandenga"
"NA","Okavango","Kandimbe"
"NA","Okavango","Kandjara"
"NA","Karas","Kanebis"
"NA","Kunene","Kaneb Pos"
"NA","Caprivi","Kangongo"
"NA","Okavango","Kangweru"
"NA","Karas","Kanibes"
"NA","Okavango","Kankudi"
"NA","Caprivi","Kanono"
"NA","Okavango","Kansoni"
"NA","Okavango","Kansukwa"
"NA","Okavango","Kanto"
"NA","Hardap","Kanubeb"
"NA","Okavango","Kanyekama"
"NA","Okavango","Kanyikama"
"NA","Okavango","Kanzoni"
"NA","Kunene","Kaoko Otavi"
"NA","Caprivi","Kapako"
"NA","Okavango","Kapako"
"NA","Caprivi","Kapanda"
"NA","Okavango","Kaparara"
"NA","Okavango","Kapenene"
"NA","Okavango","Kapengwena"
"NA","Caprivi","Kapolota"
"NA","Okavango","Kapupahedi"
"NA","Okavango","Kapupayedi"
"NA","Hardap","Karanas"
"NA","Okavango","Karangana"
"NA","Karas","Karasburg"
"NA","Okavango","Karayi"
"NA","Okavango","Karayl"
"NA","Erongo","Karibib"
"NA","Okavango","Karo"
"NA","Karas","Karuchas"
"NA","Okavango","Karuci"
"NA","Okavango","Kasara"
"NA","Caprivi","Kashiana"
"NA","Okavango","Kashivi"
"NA","Caprivi","Kasika"
"NA","Caprivi","Kasikili"
"NA","Okavango","Kasima"
"NA","Caprivi","Kasimbo"
"NA","Okavango","Kasivi"
"NA","Caprivi","Kasokonga"
"NA","Okavango","Kasoro"
"NA","Okavango","Kasote"
"NA","Caprivi","Kasulwe"
"NA","Okavango","Katanda"
"NA","Caprivi","Katanga"
"NA","Okavango","Katanga"
"NA","Okavango","Katara"
"NA","Caprivi","Katembo"
"NA","Okavango","Katere"
"NA","Caprivi","Katima Molilo"
"NA","Caprivi","Katima Mulilo"
"NA","Okavango","Katimba"
"NA","Okavango","Katomeno"
"NA","Okavango","Katondo"
"NA","Caprivi","Katonga"
"NA","Okavango","Katope"
"NA","Okavango","Katope-Ko-Mbome"
"NA","Okavango","Katope-Komugoro"
"NA","Caprivi","Katsho"
"NA","Caprivi","Katungu"
"NA","Okavango","Katwitwi"
"NA","Okavango","Kaundu Kavambanda"
"NA","Okavango","Kaveura"
"NA","Caprivi","Kayanga"
"NA","Okavango","Kayaru"
"NA","Okavango","Kayengona"
"NA","Okavango","Kayeura"
"NA","Caprivi","Kayuo"
"NA","Caprivi","Kazi"
"NA","Caprivi","Kazinzila"
"NA","Karas","Keetmanshoop"
"NA","Hardap","Keibeb"
"NA","Otjozondjupa","Keibeb"
"NA","Karas","Keimas"
"NA","Okavango","Keni"
"NA","Karas","Kentucky"
"NA","Karas","Khaais"
"NA","Hardap","Khalkrand"
"NA","Caprivi","Khance"
"NA","Erongo","Khan Mine"
"NA","Karas","Khoexas"
"NA","Kunene","Khorixas"
"NA","Otjozondjupa","Khorusepa"
"NA","Kunene","Khowarib"
"NA","Omaheke","Kirschberg"
"NA","Karas","Klein Aiais"
"NA","Kunene","Klein-Ais"
"NA","Erongo","Klein Amasbank"
"NA","Hardap","Klein Aub"
"NA","Karas","Klein Hakiesdoorn"
"NA","Karas","Klein Kais"
"NA","Erongo","Klein Klipneus"
"NA","Kunene","Klein Kowares"
"NA","Hardap","Klein Onnaams"
"NA","Karas","Kleinvaalgras"
"NA","Karas","Klepheuvel"
"NA","Karas","Klipdam"
"NA","Karas","Klipfontein"
"NA","Karas","Klipheuvel"
"NA","Karas","Klipheuwel"
"NA","Oshikoto","Kliprand"
"NA","Karas","Kliprant"
"NA","Hardap","Kobos"
"NA","Karas","Koes"
"NA","Karas","Kolmanskop"
"NA","Caprivi","Koma"
"NA","Otjozondjupa","Kombat"
"NA","Karas","Komnarib"
"NA","Caprivi","Kongola"
"NA","Caprivi","Kongolo"
"NA","Kunene","Konob Pos"
"NA","Okavango","Konsukwa"
"NA","Okavango","Kopako"
"NA","Karas","Korabib"
"NA","Okavango","Kora"
"NA","Karas","Korhaan"
"NA","Okavango","Korokoko"
"NA","Okavango","Koro"
"NA","Karas","Korrebub"
"NA","Omaheke","Korridor Pos 13"
"NA","Omaheke","Korridor Pos Dertien"
"NA","Caprivi","Kosheshe"
"NA","Karas","Kosis"
"NA","Otjozondjupa","Koukuas"
"NA","Kunene","Kowares"
"NA","Erongo","Kraaipoort"
"NA","Erongo","Kramersdorf"
"NA","Oshikoto","Kreta"
"NA","Karas","Kronlein"
"NA","Omaheke","Kroonster"
"NA","Hardap","Kub"
"NA","Caprivi","Kubona"
"NA","Erongo","Kuisebmond"
"NA","Karas","Kuitsib"
"NA","Karas","Kums"
"NA","Omaheke","Kumu"
"NA","Okavango","Kuring Kuru"
"NA","Okavango","Kuseka"
"NA","Caprivi","Kushalula"
"NA","Erongo","Kwaggaspan"
"NA","Hardap","Kwakwas"
"NA","Caprivi","Kwalala"
"NA","Caprivi","Kwando"
"NA","Caprivi","Kwaviyi"
"NA","Caprivi","Kwena"
"NA","Otjozondjupa","Kyalami"
"NA","Karas","La Gratia"
"NA","Ohangwena","Lamhedi"
"NA","Hardap","Lammerwater"
"NA","Karas","Langfontein"
"NA","Oshikoto","Last Hope"
"NA","Karas","Lekkerwater"
"NA","Omaheke","Leonardville"
"NA","Caprivi","Liamissa"
"NA","Caprivi","Lianjunga"
"NA","Caprivi","Libetse"
"NA","Caprivi","Lickulu"
"NA","Caprivi","Lifumbela"
"NA","Caprivi","Likubangwa"
"NA","Okavango","Lilira"
"NA","Oshana","Limbandalunga"
"NA","Oshana","Lindangungu"
"NA","Caprivi","Linyanti"
"NA","Caprivi","Lionga"
"NA","Caprivi","Lisikili"
"NA","Caprivi","Litaba"
"NA","Okavango","Livuyu"
"NA","Caprivi","Liwakala"
"NA","Caprivi","Lizauli"
"NA","Karas","Luderitz"
"NA","Karas","Luginsland"
"NA","Caprivi","Luhopi"
"NA","Caprivi","Luile"
"NA","Okavango","Lukanko"
"NA","Caprivi","Lukulo"
"NA","Caprivi","Lukuto"
"NA","Caprivi","Lupenbwe"
"NA","Caprivi","Lusese"
"NA","Caprivi","Lusikili"
"NA","Caprivi","Lusu"
"NA","Karas","Lutzelhohe"
"NA","Caprivi","Luzibalule"
"NA","Oshikoto","Lyakahani"
"NA","Caprivi","Mabala"
"NA","Caprivi","Mabasi"
"NA","Caprivi","Mabele"
"NA","Okavango","Mabusbe"
"NA","Okavango","Mabushe"
"NA","Okavango","Madudu"
"NA","Okavango","Maenzere"
"NA","Caprivi","Mafube"
"NA","Okavango","Magongo"
"NA","Caprivi","Mahachana"
"NA","Caprivi","Mahango"
"NA","Caprivi","Mahundu"
"NA","Okavango","Maienzele"
"NA","Caprivi","Majara"
"NA","Okavango","Majenzele"
"NA","Okavango","Makadena"
"NA","Okavango","Makambu"
"NA","Okavango","Makando"
"NA","Okavango","Makandu"
"NA","Caprivi","Makata"
"NA","Okavango","Makena"
"NA","Caprivi","Makundu"
"NA","Caprivi","Makuni"
"NA","Okavango","Makuzu"
"NA","Caprivi","Malambo"
"NA","Caprivi","Malesu"
"NA","Caprivi","Malimina"
"NA","Caprivi","Malinde"
"NA","Caprivi","Malindi"
"NA","Hardap","Maltahohe"
"NA","Caprivi","Malundu"
"NA","Caprivi","Mamili"
"NA","Caprivi","Mamili'S"
"NA","Caprivi","Mamono"
"NA","Caprivi","Manda"
"NA","Okavango","Mangandu"
"NA","Okavango","Mangarangandja"
"NA","Caprivi","Mankonga"
"NA","Okavango","Mantjenya"
"NA","Caprivi","Manunga"
"NA","Okavango","Manyondo"
"NA","Caprivi","Mapulanga"
"NA","Okavango","Marema"
"NA","Otjozondjupa","Maria Bronn"
"NA","Hardap","Mariental"
"NA","Otjozondjupa","Maroelaboom"
"NA","Otjozondjupa","Maroeloboom"
"NA","Caprivi","Marulakuta"
"NA","Okavango","Masari"
"NA","Okavango","Mashari"
"NA","Okavango","Mashika"
"NA","Okavango","Mashivi"
"NA","Caprivi","Masida"
"NA","Caprivi","Masikili"
"NA","Caprivi","Masule"
"NA","Caprivi","Matanga"
"NA","Okavango","Matava"
"NA","Caprivi","Mate"
"NA","Caprivi","Matemwa"
"NA","Okavango","Matende"
"NA","Caprivi","Matengu"
"NA","Caprivi","Matengus"
"NA","Caprivi","Matongo"
"NA","Caprivi","Matongos"
"NA","Caprivi","Maulukupeka"
"NA","Caprivi","Maurukupeka"
"NA","Okavango","Mavanze"
"NA","Okavango","Mavenge"
"NA","Okavango","Mavhenge"
"NA","Caprivi","Mayara"
"NA","Okavango","Mayara"
"NA","Okavango","Mayenzere"
"NA","Okavango","Mayhenge"
"NA","Okavango","Mayowe"
"NA","Caprivi","Mayuni"
"NA","Caprivi","Mazambani"
"NA","Caprivi","Mazaza"
"NA","Okavango","Mazua"
"NA","Okavango","Mazwa"
"NA","Caprivi","Mbalasinte"
"NA","Caprivi","Mbambi"
"NA","Okavango","Mbambi"
"NA","Caprivi","Mbanga"
"NA","Okavango","Mbango"
"NA","Okavango","Mbimbi"
"NA","Caprivi","Mbomande"
"NA","Okavango","Mbome"
"NA","Okavango","Mbora"
"NA","Okavango","Mbore"
"NA","Caprivi","Mbozi"
"NA","Okavango","Mbumbi"
"NA","Okavango","Mbunza"
"NA","Okavango","Mbura"
"NA","Okavango","Mburuuru"
"NA","Okavango","Mbwata"
"NA","Omaheke","Mc Intyre"
"NA","Erongo","Meersig"
"NA","Otjozondjupa","Middelbult"
"NA","Karas","Middelpos"
"NA","Karas","Mittag"
"NA","Karas","Modderdrift"
"NA","Caprivi","Mohango"
"NA","Erongo","Mondesa"
"NA","Okavango","Mongombi"
"NA","Otjozondjupa","Mooibome"
"NA","Kunene","Mopane Pos"
"NA","Caprivi","Mopolilo"
"NA","Kunene","Mowebaai"
"NA","Okavango","Mpanda"
"NA","Caprivi","Mpapuka"
"NA","Okavango","Mpara"
"NA","Okavango","Mpengu"
"NA","Okavango","Mpoto"
"NA","Okavango","Mpuku"
"NA","Okavango","Mpuma"
"NA","Okavango","Mpungu"
"NA","Okavango","Mugandwizi"
"NA","Okavango","Muhema"
"NA","Caprivi","Mukasa"
"NA","Caprivi","Mukassa"
"NA","Caprivi","Mukawa"
"NA","Caprivi","Muketelwa"
"NA","Okavango","Mukundu"
"NA","Okavango","Mukuvi"
"NA","Caprivi","Mukwe"
"NA","Caprivi","Mumboni"
"NA","Caprivi","Muneambuanas"
"NA","Caprivi","Munembwana"
"NA","Okavango","Mungomba"
"NA","Okavango","Mungunda"
"NA","Caprivi","Munjewe"
"NA","Caprivi","Munsu"
"NA","Caprivi","Munuma"
"NA","Caprivi","Munyandi"
"NA","Caprivi","Muoyeta"
"NA","Okavango","Mupapama"
"NA","Okavango","Muparara"
"NA","Okavango","Mupini"
"NA","Okavango","Muroro"
"NA","Okavango","Musese"
"NA","Okavango","Mushovoyi"
"NA","Caprivi","Musiluku"
"NA","Okavango","Musine"
"NA","Caprivi","Musipili"
"NA","Okavango","Musovoye"
"NA","Caprivi","Musukubili"
"NA","Okavango","Musu"
"NA","Caprivi","Musunzi"
"NA","Caprivi","Musuwilwa"
"NA","Okavango","Mutambo"
"NA","Caprivi","Mutau"
"NA","Caprivi","Muteto"
"NA","Caprivi","Mutikitila"
"NA","Caprivi","Mutonga"
"NA","Caprivi","Mutwi"
"NA","Okavango","Muveve"
"NA","Caprivi","Muyako"
"NA","Caprivi","Muyoba"
"NA","Caprivi","Muyombwe"
"NA","Caprivi","Mvuvu"
"NA","Caprivi","Mwilima"
"NA","Caprivi","Mwitjiku"
"NA","Caprivi","Myara"
"NA","Okavango","Myara"
"NA","Otjozondjupa","Mylpaal"
"NA","Kunene","Naachaams"
"NA","Karas","Nabas"
"NA","Karas","Naherob"
"NA","Erongo","Nainais"
"NA","Okavango","Naingopo"
"NA","Caprivi","Nakakabulelwa"
"NA","Oshana","Nakamwandi"
"NA","Omusati","Nakayale"
"NA","Okavango","Nakazaza"
"NA","Okavango","Nambali"
"NA","Okavango","Nambi"
"NA","Karas","Namtib"
"NA","Okavango","Namu"
"NA","Okavango","Namuntuntu"
"NA","Oshikoto","Namutoni Gate"
"NA","Kunene","Namutoni"
"NA","Okavango","Nandingwa"
"NA","Caprivi","Nandu"
"NA","Okavango","Nangoni"
"NA","Erongo","Nanibecheb"
"NA","Caprivi","Nankomba"
"NA","Okavango","Nankudu"
"NA","Caprivi","Nantungu"
"NA","Kunene","Narachaams"
"NA","Kunene","Narachaams Pos"
"NA","Hardap","Naris"
"NA","Erongo","Narraville"
"NA","Karas","Narubis"
"NA","Karas","Naruchas"
"NA","Erongo","Natab"
"NA","Erongo","Natap"
